truthcommissionID,country,ccode_cow,officialName,officialName_en,officialName_en_fr,tcType,legalBasis,branchCreated,domesticInitiatePerson,internationalBody,yearPassed,dayMonthPassed,tclawOnline,status,yearBeginOperation,democraticTransitionBeforeTC,fitsPostAutocraticTJ,intraConflictBeforeTC,fitsConflictTJ,ucdpConflictID,ucdpDyadID,beganOperatingDuringIntraConfl,beganOperatingAfterIntraConfl,tcAims,subnationalAuthorization,subnationalOperation,consultedVictims,consultedGroups,mandateTimePeriodCovered,timePeriod,idiosyncratic,disappearance,death,torture,SGBV,forcedDisplacement,corruption,crimeSpecificGroups,crimesOther,victimCount,formallyIndependent,commissioners,commissionerCount,commissionersHowChosen,commissionersVictimGroups,staff,staffMemberCount,primaryFunding,estimatedCost,investigateStateMembers,compelTestimony,penalizeIndividuals,namePerpetrators,accessOfficialDocuments,supportProsecutions,allocateReparations,recommendInstitutionalReforms,grantAmnesty,testimonies,casesTestimoniesCount,testimoniesAvailablePublic,heldPublicHearings,encourageVictimTestimony,encourageVictimTestimonyHow,perpetratorTestimony,perpetratorPubliclyNamedTestimony,perpetratorsWho,perpetratorReceived,yearCompleteOperation,finalReportIssued,reportPublisher,reportPubliclyAvailable,pdf_file,reportEstablishResponsibility,perpetratorNamesPublished,reportHighlightVictimGroups,finalReportRecommendations,recommendProsecutions,recommendProsecutionsWho,recommendReparations,reparationsType,reportRecommendInstitutionalReform,SecuritySectorReforms,SSRType,vetting,vettingType,legalReform,legalType,judicialReforms,judicialReformsType,humanRightsReforms,humanRightsReformType,corruptionReforms,corruptionReformsType,genderReform,genderReformType,finalRecommendations,mandatePeriodicMonitoringImplementation,tjet_version
179,South Korea,732,Presidential Truth Commission on Suspicious Deaths,Presidential Truth Commission on Suspicious Deaths,Commission présidentielle pour la vérité sur les morts suspectes,domestic,domestic law,executive,President Kim Dae Jung,,2000,2000-01-15,"excerpts available as an appendix here: <https://books.google.com/books?id=CWpuBgAAQBAJ&pg=PA531&lpg=PA531&dq=Special+Act+to+Reveal+the+Truth+regarding+Suspicious+Deaths+Act+No.+6170,+Jan.+15,+2000&source=bl&ots=lgxpHLh9kq&sig=ACfU3U1ITq4xUjobkCK_AWQL6IMxFDZh-g&hl=en&sa=X&ved=2ahUKEwjymPmejrD5AhVDVTUKHXMLDdUQ6AF6BAgCEAM#v=onepage&q=Special%20Act%20to%20Reveal%20the%20Truth%20regarding%20Suspicious%20Deaths%20Act%20No.%206170%2C%20Jan.%2015%2C%202000&f=false>",completed,2000,1,1,0,0,,,0,0,prevention of human rights violations; responsibility; historical truth; reparation; recognition of victims; institutional reform; non-recurrence; truth for victims,no,no,0,,Yes,"after August 7, 1969",0,1,1,0,0,0,0,0,0,52,fully independent,Yes,9,"According to Hun Joon Kim, they were, “nominated by the president with the consent of the National Assembly” among legal scholars and leaders in other pertinent fields. From the excerpts of the Special Act available in the Google Books of the first term report (2002 to 2002), there were certain disqualifications for commissioners, which included being a member of a political party, holding public office, or being a candidate for public office.",No,Yes,101,state government,13400000,1,1,1,0,0,1,0,0,0,Yes,10096,Yes,Yes,Yes,offered benefits to victims; offered witness protection,Yes,No,former state agents; current state agents,No,2004,Yes,"The first term report (2000 to 2002) was published by Samin Books. Since the second report (2002-2004) is not available on Google Books to peruse, I can’t confirm that the second report was also published by Samin Books, but its likely safe to assume.",Yes,1,Yes,No,Don't Know,Yes,1,"According to USIP, “the identified perpetrators”",1,collective; individual,1,1,general recommendation; structural reforms; discipline / changed codes of conduct; detainee treatment / prison conditions,0,,1,other,1,general recommendation; more legal aid; change judge codes of conduct,0,,0,,0,,"a memory park prohibiting the destruction of the TCSD’s records, ensuring the publics access to them in the National Archives",No,2025-12-16
213,South Korea,732,제주 4.3 진상조사위 (The National Committee for Investigation of the Truth about the Jeju April 3 Incident),The National Committee for Investigation of the Truth about the Jeju April 3 Incident,Le Comité national d'enquête sur la vérité concernant l'incident du 3 avril à Jeju,domestic,domestic law,legislative act,The National Assembly,,2000,2000-01-12,an Annex to the final report available at <https://jeju43peace.or.kr/cmm/fms/FileDown.do?atchFileId=FILE_00000000000071265Cu0&fileSn=0>.,completed,2000,1,1,0,0,,,0,0,memorialization; responsibility; historical truth; reparation; recognition of victims; truth for victims,no,yes,0,,Yes,"March 1, 1947 to September 21, 1954",0,1,1,1,0,1,0,1,1,14028,partially independent,Yes,20,"According to the Special Law, “The Prime Minister serves as chairperson and appoints, within Presidential Decree, Committee members including Governor of Jeju, involved public officers and well-experienced members.” This was amended in 2007 to specify the various cabinet Ministers.",Yes,Yes,33,state government,,1,0,0,0,1,0,1,0,0,Yes,503,No,No,Yes,conducted outreach,Yes,No,former state agents; former opposition; foreign actors,No,2013,Yes,"The Committee published its own report, which was edited by Sunin Publishing, printed by Danmul Printing Information Center, and translated into English by the Jeju National University. The translation was published by Jeju 4·3 Peace Foundation.",Yes,1,Yes,Yes,Yes,No,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,,No,2025-12-16
181,South Korea,732,진실화해를위한과거사정리위원회(Committee on Clearing Up Past Incidents for Truth and Reconciliation),Committee on Clearing Up Past Incidents for Truth and Reconciliation (TRCK I),Commission chargée d'élucider les incidents du passé en vue de la vérité et de la réconciliation,domestic,domestic law,legislative act,National Assembly,,2005,2005-05-31,<https://www.usip.org/publications/2012/04/truth-commission-south-korea-2005>,completed,2005,1,1,0,0,,,0,0,prevention of human rights violations; reconciliation; memorialization; historical truth; reparation; recognition of victims; institutional reform; non-recurrence; truth for victims,no,yes,0,,Yes,"“since the Japanese occupation to the enforcement date of this Act” with a focus on “August 15, 1945 to the end of the authoritarian regimes”",0,1,1,1,0,1,0,1,1,845103,fully independent,Yes,15,"The Framework Act states “The President shall appoint, by or with recommendation from the National Assembly, eight persons to be commissioners (including two standing commissioners) and nominate four persons (including two standing commissioners). The Chief Justice of the Supreme Court shall nominate three persons.” There were various specific professional requirement for commissioner appointment: among the appointments, there must be one professor, one legal practioner (judge, prosecutor, military judicial officer, or lawyer), one public official, and one historian. There are certain disqualifications, as well, including being a political party representative, a political candidate, or holding public office and being related to, accused of being, or investigated as a human rights offender.",No,Yes,243,state government,57783524,1,1,1,0,1,1,0,1,0,Yes,590059,No,No,Yes,conducted outreach; offered witness protection,Yes,No,former state agents; former opposition; foreign actors,No,2010,Yes,The TRC itself published and translated the final report.,Yes,1,Yes,No,Yes,Yes,1,Retrial in 42 cases,1,collective; individual,1,0,,0,,1,general recommendation; other,0,,1,establish independent human rights bodies; changes to legal identity; protect rights defenders / freedom of expression,0,,0,,,Yes,2025-12-16
180,South Korea,732,5·18민주화운동 진상규명조사위원회 (The May 18 Democratization Fact-Finding Investigation Committee),The May 18 Democratization Fact-Finding Investigation Committee,La commission d'enquête sur la démocratisation du 18 mai,domestic,domestic law,legislative act,The National Assembly,,2018,2018-03-13,"an annex in the 2020 activity report I, available here: <https://www.518commission.go.kr/fnt/bbm/bbs/selectBoardArticleView.do?nttId=5738&menuNo=3400000&menuSubNo=3410000>",ongoing,2019,1,1,0,0,,,0,0,reconciliation; memorialization; responsibility; historical truth; accountability; recognition of victims; truth for victims,no,yes,0,,Yes,May 1980,0,1,1,1,1,1,0,0,1,,fully independent,Yes,9,"Four commissioners are recommended by the National Assembly—to guarantee multisectoral involvement and impartiality, one from each party. The President’s party nominee becomes a “standing” commissioner. The remaining five commissioners are appointed by the President. The Special Law dictates that they must be from among the following: a legal practioner (judge, public prosecutor, lawyer, etc), a professor, a forensic scientist, a research historian, a human rights practioner, and a military officer who has served for over 20 years. There are certain disqualifications, including being a member of a political party, a political candidate, or holding public office and being related to, accused of being, or investigated as a human rights offender.",No,Yes,72,state government,13739000000,1,1,1,0,1,1,0,1,0,Yes,1034,No,No,Yes,conducted outreach; offered witness protection,Yes,No,former state agents,No,,No,,,0,,,,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,,Yes,2025-12-16
238,South Korea,732,진실화해를위한과거사정리위원회,Committee on Clearing Up Past Incidents for Truth and Reconciliation (TRCK II),Commission chargée d'élucider les incidents du passé en vue de la vérité et de la réconciliation,domestic,domestic law,executive,National Assembly,,2020,2020-12-10,https://jinsil.go.kr/en/bbm/bbs/selectBoardArticleView.do?nttId=23429,,2020,1,1,0,0,,,0,0,prevention of human rights violations; reconciliation; memorialization; responsibility; apology; historical truth; accountability; reparation; institutional reform; non-recurrence,,,0,,Yes,1970s-1980s,0,0,1,0,0,1,0,0,0,200000,fully independent,Yes,9,"Commissioners are appointed by the President. The President designates the chairperson (standing commissioner), while the other eight are elected by the National Assembly (two standing commissioners and six non-standing commissioners). Commissioners serve two-year terms and may be reappointed for additional terms.",No,Yes,233,state government,16700000000,1,0,0,0,1,0,0,1,0,Yes,,Unknown,Yes,Yes,conducted outreach,Unknown,,,,2025,No,,,,,,,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,,Yes,2025-12-16
206,South Sudan,626,"Commission for Truth, Reconciliation and Healing (CTRH)","Commission for Truth, Reconciliation and Healing","Commission pour la vérité, la réconciliation et la guérison",hybrid,peace agreement,,,,2018,2018-09-12,https://www.peaceagreements.org/viewmasterdocument/2112,ongoing,2022,0,0,1,1,11345,11805; 12413,0,1,reconciliation; responsibility; apology; accountability; recognition of victims; non-recurrence; truth for victims,don't know,don't know,0,,Yes,from 2005 to the date of the Agreement.,0,1,1,1,1,0,1,0,0,,partially independent,Yes,7,"The Executive of the RTGoNU shall nominate the four Commissioners of South Sudanese nationality and present to the Transitional National Legislative Assembly for endorsement. Furthermore, the Executive of the RTGoNU, in consultation with the Chairperson of the African Union Commission and the Secretary- General of the United Nations, shall nominate the three (3) from other African countries and present their list to the TNLA for endorsement.",Yes,Unknown,,don't know,,1,0,0,1,1,1,0,0,0,Unknown,,,Unknown,Unknown,,Unknown,,,,,No,,,0,,,,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,,,2025-12-16
225,Sri Lanka,780,Sansoni Commission,Sansoni Commission,Commission Sansoni,domestic,domestic law,executive,President William Gopallawa,,1977,,,completed,1977,0,0,1,0,,,0,0,reparation; coexistence; non-recurrence,no,no,0,,,August 13 - September 15 1977,0,0,1,0,0,0,0,1,1,,partially independent,Yes,1,Appointment by PM,No,Unknown,,,,1,0,0,1,0,0,0,0,0,Yes,,No,No,Unknown,,Unknown,,,,1980,Yes,,No,0,,,,Yes,0,,1,,0,0,,0,,0,,0,,0,,0,,0,,,No,2025-12-16
228,Sri Lanka,780,Commission of Inquiry into involuntary removal of persons during 1991-1993,"Presidential Commission of Inquiry into Involuntary Removal of Persons, 1991-1993","Commission présidentielle d'enquête sur l'éloignement involontaire des personnes, 1991-1993",domestic,domestic law,executive,President Dingiri Wijetunga,,1991,1993-09-13,,completed,1991,0,0,1,1,313,674,1,0,prevention of human rights violations; responsibility; historical truth; accountability; non-recurrence,no,no,0,,Yes,Jan 11 1991 - Dec 1994,0,1,0,0,0,1,0,0,0,,not independent,Yes,,,No,Unknown,,,,0,0,0,0,0,0,0,0,0,Unknown,,No,No,Unknown,,Unknown,,,,1993,No,,No,0,,,,No,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,,No,2025-12-16
226,Sri Lanka,780,Presidential Commission of Inquiry into Involuntary Removal of Persons,Presidential Commission of Inquiry into Involuntary Removal of Persons,Commission présidentielle d'enquête sur l'éloignement involontaire des personnes,domestic,domestic law,executive,President Ranasinghe Premadasa,,1991,,,completed,1991,0,0,1,1,313,674,1,0,prevention of human rights violations; responsibility; historical truth; accountability; non-recurrence,no,no,0,,Yes,"After Jan 11, 1991",0,1,0,0,0,1,0,0,0,,not independent,Yes,,,No,Unknown,,,,0,0,0,0,0,0,0,0,0,Yes,142,No,No,Unknown,,Unknown,,,,1993,Yes,,No,0,,,,No,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,,No,2025-12-16
183,Sri Lanka,780,Commission of Inquiry into the Involuntary Removal or Disappearance of Persons in the Northern and Eastern Provinces,Commission of Inquiry into the Involuntary Removal or Disappearances of Persons in the Northern & Eastern Provinces (North Eastern),Commission d'enquête sur les déplacements ou disparitions involontaires de personnes dans les provinces du Nord et de l'Est (Nord-Est),domestic,domestic law,executive,President Chandrika Kumaratunga,,1995,1995-01-25,,completed,1995,0,0,1,1,352; 313,776; 777; 674,1,0,prevention of human rights violations; responsibility; historical truth; reparation; recognition of victims; non-recurrence; truth for victims,yes,yes,0,,Yes,“anytime after January 1988”,0,1,1,0,0,1,0,0,0,2489,partially independent,Yes,3,"Named in the Proclamation, i.e. appointed by President Kumaratunga",No,Yes,4,don't know,,1,0,0,0,1,0,0,1,0,Yes,1960,No,Yes,Yes,conducted outreach,Yes,No,former state agents; current opposition; current state agents,No,1997,Yes,The COI published its own report.,Yes,1,Yes,Yes,No,Yes,1,"Captain Suresh Cassim, Major Suraweera, Dean of Dyke Road, Trincomalee, Richard Peiris of Trincomalee police, Captain Munaz, Captain Palitha, Capt. Guneratne, Major Majeed and Major Mohan of Kommathurai army camp in 1990, Captain G.L Perera and Inspector Soyza of Ampara Police area",1,collective; individual,1,1,discipline / changed codes of conduct; detainee treatment / prison conditions,0,,1,other,0,,0,,0,,0,,positive socioeconomic development at the Divisional level; deal with the “problem of the youth which took militant form under the J.V.P….[and] ethnic problems which takes militant form under the L.T.T.E.”,No,2025-12-16
